UniqueID,playerID,award,year,lgID,pos
1946,campbbr02,Lady Byng,2011,NHL,n/a
1947,malkiev01,Lindsay,2011,NHL,n/a
1948,pacioma01,Masterton,2011,NHL,n/a
1949,doansh01,Messier,2011,NHL,n/a
1950,karlser01,Norris,2011,NHL,n/a
1951,bergepa01,Plus-Minus,2011,NHL,n/a
1952,stamkst01,Richard,2011,NHL,n/a
1953,charazd01,Second Team All-Star,2011,NHL,D
1954,gaborma01,Second Team All-Star,2011,NHL,RW
1955,pietral01,Second Team All-Star,2011,NHL,D
1956,quickjo01,Second Team All-Star,2011,NHL,G
1957,stamkst01,Second Team All-Star,2011,NHL,C
1958,whitnra01,Second Team All-Star,2011,NHL,LW
1959,bergepa01,Selke,2011,NHL,n/a
1960,lundqhe01,Vezina,2011,NHL,n/a
1961,hullbo01,Davidson,1972,WHA,n/a
1962,hampste01,Deneau,1972,WHA,n/a
1963,cheevge01,First Team All-Star,1972,WHA,G
1964,hullbo01,First Team All-Star,1972,WHA,LW
1965,lacroan01,First Team All-Star,1972,WHA,C
1966,lawsoda01,First Team All-Star,1972,WHA,RW
1967,shmyrpa01,First Team All-Star,1972,WHA,D
1968,trembjc01,First Team All-Star,1972,WHA,D
1969,cheevge01,Hatskin,1972,WHA,n/a
1970,lacroan01,Hunter,1972,WHA,n/a
1971,caffete01,Kaplan,1972,WHA,n/a
1972,trembjc01,Murphy,1972,WHA,n/a
1973,doreyji01,Second Team All-Star,1972,WHA,D
1974,hornula01,Second Team All-Star,1972,WHA,D
1975,jarrega01,Second Team All-Star,1972,WHA,LW
1976,parenbe01,Second Team All-Star,1972,WHA,G
1977,wardro01,Second Team All-Star,1972,WHA,C
1978,webstto01,Second Team All-Star,1972,WHA,RW
1979,howego01,Davidson,1973,WHA,n/a
1980,backsra01,Deneau,1973,WHA,n/a
1981,howego01,First Team All-Star,1973,WHA,RW
1982,hullbo01,First Team All-Star,1973,WHA,LW
1983,lacroan01,First Team All-Star,1973,WHA,C
1984,mcleodo01,First Team All-Star,1973,WHA,G
1985,shmyrpa01,First Team All-Star,1973,WHA,D
1986,staplpa01,First Team All-Star,1973,WHA,D
1987,mcleodo01,Hatskin,1973,WHA,n/a
1988,waltomi01,Hunter,1973,WHA,n/a
1989,howema01,Kaplan,1973,WHA,n/a
1990,staplpa01,Murphy,1973,WHA,n/a
1991,carlewa01,Second Team All-Star,1973,WHA,C
1992,cheevge01,Second Team All-Star,1973,WHA,G
1993,hamilal01,Second Team All-Star,1973,WHA,D
1994,howema01,Second Team All-Star,1973,WHA,LW
1995,trembjc01,Second Team All-Star,1973,WHA,D
1996,waltomi01,Second Team All-Star,1973,WHA,RW
1997,rogermi01,Deneau,1974,WHA,n/a
1998,graharo02,First Team All-Star,1974,WHA,G
1999,howego01,First Team All-Star,1974,WHA,RW
2000,hullbo01,First Team All-Star,1974,WHA,LW
2001,lacroan01,First Team All-Star,1974,WHA,C
2002,morrike01,First Team All-Star,1974,WHA,D
2003,trembjc01,First Team All-Star,1974,WHA,D
2004,graharo02,Hatskin,1974,WHA,n/a
2005,hullbo01,Howe,1974,WHA,n/a
2006,lacroan01,Hunter,1974,WHA,n/a
2007,hedbean01,Kaplan,1974,WHA,n/a
2008,trembjc01,Murphy,1974,WHA,n/a
2009,graharo02,Playoff MVP,1974,WHA,n/a
2010,bernise01,Second Team All-Star,1974,WHA,C
2011,cheevge01,Second Team All-Star,1974,WHA,G
2012,hedbean01,Second Team All-Star,1974,WHA,RW
2013,longba01,Second Team All-Star,1974,WHA,D
2014,popiepo01,Second Team All-Star,1974,WHA,D
2015,tardima01,Second Team All-Star,1974,WHA,LW
2016,nedomva01,Deneau,1975,WHA,n/a
2017,daleyjo01,First Team All-Star,1975,WHA,G
2018,hedbean01,First Team All-Star,1975,WHA,RW
2019,nilssul01,First Team All-Star,1975,WHA,C
2020,shmyrpa01,First Team All-Star,1975,WHA,D
2021,tardima01,First Team All-Star,1975,WHA,LW
2022,trembjc01,First Team All-Star,1975,WHA,D
2023,dionmi01,Hatskin,1975,WHA,n/a
2024,tardima01,Howe,1975,WHA,n/a
2025,tardima01,Hunter,1975,WHA,n/a
2026,napiema01,Kaplan,1975,WHA,n/a
2027,shmyrpa01,Murphy,1975,WHA,n/a
2028,nilssul01,Playoff MVP,1975,WHA,n/a
2029,cloutre01,Second Team All-Star,1975,WHA,RW
2030,ftorero01,Second Team All-Star,1975,WHA,C
2031,graharo02,Second Team All-Star,1975,WHA,G
2032,hullbo01,Second Team All-Star,1975,WHA,LW
2033,morrike01,Second Team All-Star,1975,WHA,D
2034,staplpa01,Second Team All-Star,1975,WHA,D
2035,keonda01,Deneau,1976,WHA,n/a
2036,ftorero01,First Team All-Star,1976,WHA,C
2037,garrejo01,First Team All-Star,1976,WHA,G
2038,hedbean01,First Team All-Star,1976,WHA,RW
2039,plumbro01,First Team All-Star,1976,WHA,D
2040,popiepo01,First Team All-Star,1976,WHA,D
2041,tardima01,First Team All-Star,1976,WHA,LW
2042,graharo02,Hatskin,1976,WHA,n/a
2043,ftorero01,Howe,1976,WHA,n/a
2044,cloutre01,Hunter,1976,WHA,n/a
2045,lylege01,Kaplan,1976,WHA,n/a
2046,plumbro01,Murphy,1976,WHA,n/a
2047,bernise01,Playoff MVP,1976,WHA,n/a
2048,antonmi01,Second Team All-Star,1976,WHA,LW
2049,cloutre01,Second Team All-Star,1976,WHA,RW
2050,daleyjo01,Second Team All-Star,1976,WHA,G
2051,hoganda01,Second Team All-Star,1976,WHA,D
2052,leducri01,Second Team All-Star,1976,WHA,C
2053,staplpa01,Second Team All-Star,1976,WHA,D
2054,keonda01,Deneau,1977,WHA,n/a
2055,hamilal01,First Team All-Star,1977,WHA,D
2056,hedbean01,First Team All-Star,1977,WHA,RW
2057,nilssul01,First Team All-Star,1977,WHA,C
2058,sjobela01,First Team All-Star,1977,WHA,D
2059,smithal02,First Team All-Star,1977,WHA,G
2060,tardima01,First Team All-Star,1977,WHA,LW
2061,smithal02,Hatskin,1977,WHA,n/a
2062,tardima01,Howe,1977,WHA,n/a
2063,tardima01,Hunter,1977,WHA,n/a
2064,nilsske01,Kaplan,1977,WHA,n/a
2065,sjobela01,Murphy,1977,WHA,n/a
2066,guindbo01,Playoff MVP,1977,WHA,n/a
2067,cloutre01,Second Team All-Star,1977,WHA,RW
2068,ftorero01,Second Team All-Star,1977,WHA,C
2069,hullbo01,Second Team All-Star,1977,WHA,LW
2070,leyri01,Second Team All-Star,1977,WHA,D
2071,longba01,Second Team All-Star,1977,WHA,D
2072,wakeler01,Second Team All-Star,1977,WHA,G
2073,nilsske01,Deneau,1978,WHA,n/a
2074,cloutre01,First Team All-Star,1978,WHA,RW
2075,drydeda01,First Team All-Star,1978,WHA,G
2076,ftorero01,First Team All-Star,1978,WHA,C
2077,howema01,First Team All-Star,1978,WHA,LW
2078,leyri01,First Team All-Star,1978,WHA,D
2079,ramagro01,First Team All-Star,1978,WHA,D
2080,drydeda01,Hatskin,1978,WHA,n/a
2081,drydeda01,Howe,1978,WHA,n/a
2082,cloutre01,Hunter,1978,WHA,n/a
2083,gretzwa01,Kaplan,1978,WHA,n/a
2084,leyri01,Murphy,1978,WHA,n/a
2085,prestri01,Playoff MVP,1978,WHA,n/a
2086,broderi01,Second Team All-Star,1978,WHA,G
2087,gretzwa01,Second Team All-Star,1978,WHA,C
2088,langeda01,Second Team All-Star,1978,WHA,D
2089,lukowmo01,Second Team All-Star,1978,WHA,LW
2090,macdobl01,Second Team All-Star,1978,WHA,RW
2091,shmyrpa01,Second Team All-Star,1978,WHA,D
